STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030101 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030201 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030202 19:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030202 22:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030203 02:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030205 02:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030205 08:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030206 00:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030207 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030210 13:00,999.99,{, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030218 10:00,999.99,}, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030223 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030224 01:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030224 13:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030226 23:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030227 17:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030227 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030301 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030301 18:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030301 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030302 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030305 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030317 09:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030317 17:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030317 18:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030317 21:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 00:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 01:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 02:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 03:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 04:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 05:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 08:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 09:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 13:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 15:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 16:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 17:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 18:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 19:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 22:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030318 23:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 00:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 02:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 03:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 05:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 06:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 07:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 08:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 09:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030319 13:00,0.3, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030321 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030324 10:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030324 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030324 14:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030327 19:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030329 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030401 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030406 04:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030407 16:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030407 17:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030407 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030408 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030418 03:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030419 04:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030419 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030419 18:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030421 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 02:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 03:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 04:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 05:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 07:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030424 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030501 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030508 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030509 16:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030509 18:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030509 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030509 21:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030509 22:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 07:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 09:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 10:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 11:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 12:00,0.3, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030510 13:00,0.3, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030515 20:00,0.9, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030515 21:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030516 00:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030519 09:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030524 15:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030530 23:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030531 00:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030531 17:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030601 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030605 07:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030606 19:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030606 20:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030606 22:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030607 08:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030614 08:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030614 16:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030617 21:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030617 22:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030617 23:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030618 21:00,0.3, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030618 22:00,0.5, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030618 23:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030620 12:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030622 19:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030625 01:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030701 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030718 22:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030727 15:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030729 15:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030731 15:00,0.2, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030801 01:00,0,g, 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030803 21:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030807 15:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030808 19:00,0.1, , 
COOP:050843,BOULDER 2 CO US,1650.5,40.03389,-105.28111,20030818 10:00,0.1, , 
